,datestr,city,state,shape,duration_description,start_dt,duration_secs,end_dt,location_name,lon,lat
1190,12/2/16 18:00,Raphine,VA,circle,4 minutes,2016-12-02 18:00:00,240.0,2016-12-02 18:04:00,VA Raphine,-79.2328102,37.9373548
1195,12/1/16 20:35,Plainville,CT,circle,50 seconds,2016-12-01 20:35:00,50.0,2016-12-01 20:35:50,CT Plainville,-72.8633635,41.6757457
1196,12/1/16 19:45,Portland,TN,light,4 minutes +,2016-12-01 19:45:00,240.0,2016-12-01 19:49:00,TN Portland,-86.5163833,36.5817089
1197,12/1/16 18:52,Glendale,AZ,light,8 seconds,2016-12-01 18:52:00,8.0,2016-12-01 18:52:08,AZ Glendale,-112.1859866,33.5386523
1198,12/1/16 18:45,Conway,SC,formation,5 minutes,2016-12-01 18:45:00,300.0,2016-12-01 18:50:00,SC Conway,-79.0478143,33.8360034
1199,12/1/16 18:17,San Bernardino,CA,light,15 minutes,2016-12-01 18:17:00,900.0,2016-12-01 18:32:00,CA San Bernardino,-117.2897652,34.1083449
1200,12/1/16 18:00,Amherst,NY,oval,5 minutes,2016-12-01 18:00:00,300.0,2016-12-01 18:05:00,NY Amherst,-78.792272,42.9790067
1201,12/1/16 17:30,Montgomery,AL,circle,1 minute,2016-12-01 17:30:00,60.0,2016-12-01 17:31:00,AL Montgomery,-86.2999689,32.3668052
1202,12/1/16 16:30,Asbury Park,NJ,oval,2 minutes,2016-12-01 16:30:00,120.0,2016-12-01 16:32:00,NJ Asbury Park,-74.0120817,40.2203907
1203,12/1/16 12:46,Escondido,CA,other,120 seconds,2016-12-01 12:46:00,120.0,2016-12-01 12:48:00,CA Escondido,-117.086421,33.1192068
1204,11/30/16 23:45,Edmonds,WA,changing,5-7 seconds,2016-11-30 23:45:00,7.0,2016-11-30 23:45:07,WA Edmonds,-122.3773552,47.8106521
1205,11/30/16 23:30,Camp Shelby,MS,unknown,1 second,2016-11-30 23:30:00,1.0,2016-11-30 23:30:01,MS Camp Shelby,-89.205637,31.1975317
1206,11/30/16 21:00,Riverton (outside of),WY,circle,15 minutes,2016-11-30 21:00:00,900.0,2016-11-30 21:15:00,WY Riverton (outside of),-108.4243744,43.0311918
1207,11/30/16 20:40,Radcliff,KY,triangle,~5 minutes,2016-11-30 20:40:00,300.0,2016-11-30 20:45:00,KY Radcliff,-85.9491298,37.8403456
1208,11/30/16 20:00,Kingsland,GA,unknown,10 minutes,2016-11-30 20:00:00,600.0,2016-11-30 20:10:00,GA Kingsland,-81.6898261,30.7999563
1209,11/30/16 19:30,Fayetteville,TX,triangle,10-15 seconds,2016-11-30 19:30:00,15.0,2016-11-30 19:30:15,TX Fayetteville,-96.6727528,29.9057817
1210,11/29/16 23:30,Belmont,MI,circle,45 seconds,2016-11-29 23:30:00,45.0,2016-11-29 23:30:45,MI Belmont,-85.6123238,43.0747937
1211,11/29/16 22:47,Bridgeport,WV,oval,10-20 seconds,2016-11-29 22:47:00,20.0,2016-11-29 22:47:20,WV Bridgeport,-80.2561981,39.2864787
1212,11/29/16 22:27,American Canyon,CA,triangle,3 minutes,2016-11-29 22:27:00,180.0,2016-11-29 22:30:00,CA American Canyon,-122.2608044,38.1749178
1213,11/29/16 22:15,Colorado Springs,CO,triangle,5 seconds,2016-11-29 22:15:00,5.0,2016-11-29 22:15:05,CO Colorado Springs,-104.8213634,38.8338816
1215,11/29/16 20:15,Carlinville,IL,rectangle,7 minutes,2016-11-29 20:15:00,420.0,2016-11-29 20:22:00,IL Carlinville,-89.8817662,39.2797699
1216,11/29/16 19:45,Fairfield,CA,changing,60 seconds,2016-11-29 19:45:00,60.0,2016-11-29 19:46:00,CA Fairfield,-122.0399663,38.2493581
1217,11/29/16 19:45,Englewood,CO,unknown,2-3 seconds,2016-11-29 19:45:00,3.0,2016-11-29 19:45:03,CO Englewood,-104.9877597,39.6477653
1218,11/29/16 19:00,Corona,CA,circle,30 minutes,2016-11-29 19:00:00,1800.0,2016-11-29 19:30:00,CA Corona,-117.5664384,33.8752935
1219,11/29/16 18:50,Midland,MI,triangle,10 minutes,2016-11-29 18:50:00,600.0,2016-11-29 19:00:00,MI Midland,-84.2472116,43.6155825
1220,11/29/16 18:20,Janesville,WI,other,10 seconds,2016-11-29 18:20:00,10.0,2016-11-29 18:20:10,WI Janesville,-89.0187222,42.6827885
1221,11/29/16 12:10,Plainfield,IL,changing,10 minutes,2016-11-29 12:10:00,600.0,2016-11-29 12:20:00,IL Plainfield,-88.2120315,41.632223
1222,11/29/16 06:45,Happy Valley,OR,circle,20 minutes,2016-11-29 06:45:00,1200.0,2016-11-29 07:05:00,OR Happy Valley,-122.5303688,45.446787
1223,11/29/16 06:00,Anchor Point,AK,fireball,40 minutes,2016-11-29 06:00:00,2400.0,2016-11-29 06:40:00,AK Anchor Point,-151.8313889,59.7766667
1225,11/29/16 00:17,Fishers,IN,triangle,10 seconds,2016-11-29 00:17:00,10.0,2016-11-29 00:17:10,IN Fishers,-86.01335,39.9567548
1226,11/28/16 23:00,Tazewell,VA,circle,10 minutes,2016-11-28 23:00:00,600.0,2016-11-28 23:10:00,VA Tazewell,-81.5195548,37.1148374
1227,11/28/16 23:00,Sutherlin,OR,other,5 minutes,2016-11-28 23:00:00,300.0,2016-11-28 23:05:00,OR Sutherlin,-123.3125763,43.3901177
1230,11/28/16 19:00,American Canyon,CA,chevron,10 minutes,2016-11-28 19:00:00,600.0,2016-11-28 19:10:00,CA American Canyon,-122.2608044,38.1749178
1231,11/28/16 18:48,Ste. Genevieve,MO,light,30 minutes?,2016-11-28 18:48:00,1800.0,2016-11-28 19:18:00,MO Ste. Genevieve,-90.0475582,37.9786618
1233,11/28/16 18:30,Waynesville,MO,light,1 hour,2016-11-28 18:30:00,3600.0,2016-11-28 19:30:00,MO Waynesville,-92.2007227,37.8286516
1234,11/28/16 18:00,Seekonk (general area),RI,circle,3-4 seconds,2016-11-28 18:00:00,4.0,2016-11-28 18:00:04,RI Seekonk (general area),-71.3382813,41.8043492
1235,11/28/16 17:15,Vineland,NJ,changing,30-45 minutes,2016-11-28 17:15:00,2700.0,2016-11-28 18:00:00,NJ Vineland,-75.0259637,39.4863773
1238,11/28/16 06:51,Athens,GA,cigar,1 minute,2016-11-28 06:51:00,60.0,2016-11-28 06:52:00,GA Athens,-83.357567,33.9519347
1240,11/28/16 01:29,Mooresville,NC,light,~5 seconds,2016-11-28 01:29:00,5.0,2016-11-28 01:29:05,NC Mooresville,-80.8100724,35.5848596
1241,11/28/16 00:00,Grand Junction,CO,unknown,1 minute,2016-11-28 00:00:00,60.0,2016-11-28 00:01:00,CO Grand Junction,-108.5506486,39.0638705
1242,11/27/16 22:15,Carrying Place (Canada),ON,light,45 minutes,2016-11-27 22:15:00,2700.0,2016-11-27 23:00:00,ON Carrying Place (Canada),-77.5795739,44.047932
1243,11/27/16 19:30,St. Petersburg,FL,circle,15 minutes,2016-11-27 19:30:00,900.0,2016-11-27 19:45:00,FL St. Petersburg,-82.6267345,27.7518284
1244,11/27/16 16:58,Bay Shore,NY,light,1 hour,2016-11-27 16:58:00,3600.0,2016-11-27 17:58:00,NY Bay Shore,-73.2453946,40.7250986
1245,11/27/16 12:45,Longmont,CO,rectangle,10 minutes,2016-11-27 12:45:00,600.0,2016-11-27 12:55:00,CO Longmont,-105.1019275,40.1672068
1246,11/27/16 12:35,Kenmore,WA,circle,10 seconds,2016-11-27 12:35:00,10.0,2016-11-27 12:35:10,WA Kenmore,-122.2496863,47.7583576
1248,11/27/16 10:00,Allentown,PA,fireball,15 minutes,2016-11-27 10:00:00,900.0,2016-11-27 10:15:00,PA Allentown,-75.4901833,40.6084305
1249,11/27/16 03:20,Lake Charles,LA,light,1 seconds,2016-11-27 03:20:00,1.0,2016-11-27 03:20:01,LA Lake Charles,-93.2173758,30.2265949
1252,11/26/16 23:33,Bergen,NY,triangle,2 minutes,2016-11-26 23:33:00,120.0,2016-11-26 23:35:00,NY Bergen,-77.9422336,43.0853387
1253,11/26/16 23:30,Middletown,NY,light,1.75 hours,2016-11-26 23:30:00,270000.0,2016-11-30 02:30:00,NY Middletown,-74.4229341,41.4459271
1254,11/26/16 22:30,Charlotte,NC,light,5 seconds,2016-11-26 22:30:00,5.0,2016-11-26 22:30:05,NC Charlotte,-80.8431267,35.2270869
1255,11/26/16 22:00,Davenport,FL,circle,4 minutes,2016-11-26 22:00:00,240.0,2016-11-26 22:04:00,FL Davenport,-81.6017417,28.1614046
1256,11/26/16 21:45,Allen Park,MI,light,1 minute,2016-11-26 21:45:00,60.0,2016-11-26 21:46:00,MI Allen Park,-83.2110375,42.2575385
1257,11/26/16 19:35,Naugatuck,CT,light,5 minutes,2016-11-26 19:35:00,300.0,2016-11-26 19:40:00,CT Naugatuck,-73.0506972,41.485921
1259,11/26/16 19:00,Fairview,OR,triangle,2 minutes,2016-11-26 19:00:00,120.0,2016-11-26 19:02:00,OR Fairview,-122.4339803,45.5384529
1261,11/26/16 18:00,Shallotte,NC,changing,1 minute,2016-11-26 18:00:00,60.0,2016-11-26 18:01:00,NC Shallotte,-78.3858371,33.9732275
1262,11/26/16 18:00,Spearfish,SD,disk,30 minutes,2016-11-26 18:00:00,1800.0,2016-11-26 18:30:00,SD Spearfish,-103.8593698,44.4908172
1263,11/26/16 17:30,New York City (Brooklyn),NY,triangle,1 minute,2016-11-26 17:30:00,60.0,2016-11-26 17:31:00,NY New York City (Brooklyn),-73.9441579,40.6781784
1264,11/26/16 16:56,McChord AFB/Ft. Lewis,WA,fireball,2 minutes,2016-11-26 16:56:00,120.0,2016-11-26 16:58:00,WA McChord AFB/Ft. Lewis,-122.4857321,47.1342432
1265,11/26/16 15:00,Vacaville,CA,sphere,3-4 hours,2016-11-26 15:00:00,14400.0,2016-11-26 19:00:00,CA Vacaville,-121.9877444,38.3565773
1266,11/26/16 04:00,West New York,NJ,light,5 minutes,2016-11-26 04:00:00,300.0,2016-11-26 04:05:00,NJ West New York,-74.0143064,40.7878788
1267,11/25/16 22:00,Olathe,KS,chevron,~10 seconds,2016-11-25 22:00:00,10.0,2016-11-25 22:00:10,KS Olathe,-94.8191285,38.8813958
1268,11/25/16 20:47,Tyrone,GA,light,10 minutes,2016-11-25 20:47:00,600.0,2016-11-25 20:57:00,GA Tyrone,-84.5971524,33.4712253
1269,11/25/16 20:00,Vero Beach,FL,sphere,30 minutes,2016-11-25 20:00:00,1800.0,2016-11-25 20:30:00,FL Vero Beach,-80.3972736,27.6386434
1270,11/25/16 19:00,Nevada (eastern),NV,light,15 minutes,2016-11-25 19:00:00,900.0,2016-11-25 19:15:00,NV Nevada (eastern),-115.1162371,36.0082614
1271,11/25/16 19:00,Bedford,IN,sphere,1 minute +,2016-11-25 19:00:00,60.0,2016-11-25 19:01:00,IN Bedford,-86.4872149,38.8611619
1272,11/25/16 18:30,Brandon,FL,fireball,5 minutes,2016-11-25 18:30:00,300.0,2016-11-25 18:35:00,FL Brandon,-82.2859247,27.937801
1273,11/25/16 18:30,Port Orange,FL,unknown,1 hour,2016-11-25 18:30:00,3600.0,2016-11-25 19:30:00,FL Port Orange,-80.9956105,29.1383165
1274,11/25/16 17:30,Torrance,CA,light,10 minutes,2016-11-25 17:30:00,600.0,2016-11-25 17:40:00,CA Torrance,-118.3406288,33.8358492
1275,11/25/16 11:00,Longmont,CO,circle,5 seconds,2016-11-25 11:00:00,5.0,2016-11-25 11:00:05,CO Longmont,-105.1019275,40.1672068
1277,11/25/16 01:30,Warner Robins,GA,light,15 minutes,2016-11-25 01:30:00,900.0,2016-11-25 01:45:00,GA Warner Robins,-83.624201,32.6130007
1278,11/25/16 01:11,Newcastle,WA,flash,2 seconds,2016-11-25 01:11:00,2.0,2016-11-25 01:11:02,WA Newcastle,-122.1556769,47.5389889
1279,11/24/16 23:00,Graham,NC,circle,53 seconds,2016-11-24 23:00:00,53.0,2016-11-24 23:00:53,NC Graham,-79.4005756,36.0690258
1280,11/24/16 21:45,Annapolis,MD,light,2 minutes,2016-11-24 21:45:00,120.0,2016-11-24 21:47:00,MD Annapolis,-76.4921829,38.9784453
1281,11/24/16 20:30,Balko,OK,light,15 minutes,2016-11-24 20:30:00,900.0,2016-11-24 20:45:00,OK Balko,-100.6848736,36.6300272
1283,11/24/16 19:12,Woodbridge,NJ,oval,5 minutes,2016-11-24 19:12:00,300.0,2016-11-24 19:17:00,NJ Woodbridge,-74.2846022,40.5575986
1284,11/24/16 19:12,Woodbridge,NJ,light,5 minutes,2016-11-24 19:12:00,300.0,2016-11-24 19:17:00,NJ Woodbridge,-74.2846022,40.5575986
1286,11/24/16 18:30,Oldsmar,FL,sphere,5 minutes,2016-11-24 18:30:00,300.0,2016-11-24 18:35:00,FL Oldsmar,-82.6650992,28.0341847
1287,11/24/16 18:00,Zebulon,NC,disk,~20 minutes,2016-11-24 18:00:00,1200.0,2016-11-24 18:20:00,NC Zebulon,-78.3147199,35.8243208
1288,11/24/16 17:45,Monrovia,MD,light,25 minutes,2016-11-24 17:45:00,1500.0,2016-11-24 18:10:00,MD Monrovia,-77.2709865,39.372243
1289,11/24/16 03:00,Grand Junction,CO,disk,30 seconds,2016-11-24 03:00:00,30.0,2016-11-24 03:00:30,CO Grand Junction,-108.5506486,39.0638705
1290,11/24/16 02:00,Colorado Springs,CO,light,>1 hour,2016-11-24 02:00:00,3600.0,2016-11-24 03:00:00,CO Colorado Springs,-104.8213634,38.8338816
1291,11/24/16 00:05,D'iberville,MS,light,5 minutes,2016-11-24 00:05:00,300.0,2016-11-24 00:10:00,MS D'iberville,-88.8908638,30.4263092
1294,11/23/16 22:30,Beaverton,OR,disk,60 seconds,2016-11-23 22:30:00,60.0,2016-11-23 22:31:00,OR Beaverton,-122.8037102,45.487062
1295,11/23/16 21:15,Central Square,NY,light,10 minutes,2016-11-23 21:15:00,600.0,2016-11-23 21:25:00,NY Central Square,-76.1460357,43.2867356
1296,11/23/16 19:20,Carlsbad,CA,unknown,4 hours,2016-11-23 19:20:00,14400.0,2016-11-23 23:20:00,CA Carlsbad,-117.3505939,33.1580933
1297,11/23/16 01:43,Poteau,OK,sphere,5 seconds,2016-11-23 01:43:00,5.0,2016-11-23 01:43:05,OK Poteau,-94.6235579,35.0537094
1298,11/22/16 22:31,Seguin,TX,triangle,3 minutes,2016-11-22 22:31:00,180.0,2016-11-22 22:34:00,TX Seguin,-97.9647269,29.5688411
1299,11/22/16 21:30,Mesa,AZ,light,20 minutes,2016-11-22 21:30:00,1200.0,2016-11-22 21:50:00,AZ Mesa,-111.8314724,33.4151843
1300,11/22/16 21:30,Oshawa (Canada),ON,sphere,3 hours,2016-11-22 21:30:00,10800.0,2016-11-23 00:30:00,ON Oshawa (Canada),-78.8657912,43.8970929
1301,11/22/16 21:10,Largo,FL,chevron,3 seconds,2016-11-22 21:10:00,3.0,2016-11-22 21:10:03,FL Largo,-82.7873244,27.9094665
1302,11/22/16 21:00,Santa Clara,UT,other,30 seconds,2016-11-22 21:00:00,30.0,2016-11-22 21:00:30,UT Santa Clara,-113.6541266,37.1330355
1303,11/22/16 21:00,Beecher,IL,chevron,10 minutes,2016-11-22 21:00:00,600.0,2016-11-22 21:10:00,IL Beecher,-87.6214286,41.34059
1304,11/22/16 21:00,Santa Clara,UT,other,30 seconds,2016-11-22 21:00:00,30.0,2016-11-22 21:00:30,UT Santa Clara,-113.6541266,37.1330355
1305,11/22/16 20:30,Derby,KS,flash,1 hour,2016-11-22 20:30:00,3600.0,2016-11-22 21:30:00,KS Derby,-97.2689331,37.5455735
1306,11/22/16 19:30,Cecil,PA,formation,5 minutes,2016-11-22 19:30:00,300.0,2016-11-22 19:35:00,PA Cecil,-80.1986649,40.3099159
1307,11/22/16 16:17,Atkinson/Kingston,NH,other,5 minutes,2016-11-22 16:17:00,300.0,2016-11-22 16:22:00,NH Atkinson/Kingston,-71.0901679,42.8660113
1308,11/22/16 11:29,New York City (Brooklyn),NY,circle,4 minutes,2016-11-22 11:29:00,240.0,2016-11-22 11:33:00,NY New York City (Brooklyn),-73.9441579,40.6781784
1309,11/22/16 11:00,Floral City,FL,chevron,5-6 seconds,2016-11-22 11:00:00,6.0,2016-11-22 11:00:06,FL Floral City,-82.2967581,28.7499876
1310,11/22/16 07:50,Jarrettsville,MD,diamond,40 minutes,2016-11-22 07:50:00,2400.0,2016-11-22 08:30:00,MD Jarrettsville,-76.4777422,39.60455
1311,11/22/16 07:00,Gainesville,GA,other,30 minutes+,2016-11-22 07:00:00,1800.0,2016-11-22 07:30:00,GA Gainesville,-83.8240663,34.2978794
1312,11/22/16 05:20,San Diego,CA,sphere,1 minute,2016-11-22 05:20:00,60.0,2016-11-22 05:21:00,CA San Diego,-117.1610838,32.715738
1313,11/22/16 04:45,Scarborough,ME,flash,3-5 seconds,2016-11-22 04:45:00,5.0,2016-11-22 04:45:05,ME Scarborough,-70.3344921,43.5901974
1314,11/22/16 02:30,Bismarck,ND,circle,5 seconds,2016-11-22 02:30:00,5.0,2016-11-22 02:30:05,ND Bismarck,-100.7837392,46.8083268
1315,11/21/16 23:35,Key Colony Beach,FL,light,4 seconds,2016-11-21 23:35:00,4.0,2016-11-21 23:35:04,FL Key Colony Beach,-81.0186827,24.7209744
1316,11/21/16 23:15,Victoria (Canada),BC,other,10 minutes,2016-11-21 23:15:00,600.0,2016-11-21 23:25:00,BC Victoria (Canada),-123.3656444,48.4284207
1317,11/21/16 18:25,Riverdale,GA,oval,5 minutes,2016-11-21 18:25:00,300.0,2016-11-21 18:30:00,GA Riverdale,-84.4132594,33.5726113
1318,11/21/16 18:00,Ventura,CA,circle,45 minutes,2016-11-21 18:00:00,2700.0,2016-11-21 18:45:00,CA Ventura,-119.2290316,34.274646
1319,11/21/16 18:00,Fountain Hill,AR,light,3+ hours everynight,2016-11-21 18:00:00,10800.0,2016-11-21 21:00:00,AR Fountain Hill,-91.8504084,33.3578937
1320,11/21/16 17:00,Alexandria,VA,fireball,5 seconds,2016-11-21 17:00:00,5.0,2016-11-21 17:00:05,VA Alexandria,-77.0469214,38.8048355
1321,11/21/16 07:30,Pearisburg,VA,triangle,5 minutes,2016-11-21 07:30:00,300.0,2016-11-21 07:35:00,VA Pearisburg,-80.7350711,37.3265112
1322,11/21/16 06:00,Miramar Beach,FL,sphere,15 minutes,2016-11-21 06:00:00,900.0,2016-11-21 06:15:00,FL Miramar Beach,-86.3585578,30.374367
1323,11/21/16 03:30,Honolulu,HI,other,15-20 minutes,2016-11-21 03:30:00,1200.0,2016-11-21 03:50:00,HI Honolulu,-157.8243963,21.276613
1324,11/21/16 02:00,Sherman Oaks,CA,unknown,90 seconds,2016-11-21 02:00:00,90.0,2016-11-21 02:01:30,CA Sherman Oaks,-118.451357,34.1489719
1326,11/20/16 00:00,McKinney,TX,light,2 hours,2016-11-20 00:00:00,7200.0,2016-11-20 02:00:00,TX McKinney,-96.6397822,33.1972465
1327,11/20/16 23:30,Boise,ID,unknown,20 minutes,2016-11-20 23:30:00,1200.0,2016-11-20 23:50:00,ID Boise,-116.2146068,43.6187102
1328,11/20/16 22:23,Springfield,IL,light,20 minutes+,2016-11-20 22:23:00,1200.0,2016-11-20 22:43:00,IL Springfield,-89.6501481,39.7817213
1330,11/20/16 21:20,Charleston,TN,formation,2 seconds,2016-11-20 21:20:00,2.0,2016-11-20 21:20:02,TN Charleston,-84.7582743,35.2872952
1331,11/20/16 11:10,Lincoln,NE,oval,2 minutes,2016-11-20 11:10:00,120.0,2016-11-20 11:12:00,NE Lincoln,-96.6851982,40.8257625
1332,11/20/16 09:30,Franklin,WI,light,30 minutes +,2016-11-20 09:30:00,1800.0,2016-11-20 10:00:00,WI Franklin,-88.0384195,42.888627
1333,11/20/16 07:10,Pamplin,VA,changing,30 minutes,2016-11-20 07:10:00,1800.0,2016-11-20 07:40:00,VA Pamplin,-78.6810015,37.2637421
1334,11/19/16 22:00,Apollo Beach,FL,light,30 seconds,2016-11-19 22:00:00,30.0,2016-11-19 22:00:30,FL Apollo Beach,-82.4075935,27.7730836
1335,11/19/16 21:30,Salt Lake City,UT,circle,10 minutes,2016-11-19 21:30:00,600.0,2016-11-19 21:40:00,UT Salt Lake City,-111.8910474,40.7607793
1336,11/19/16 21:00,Myrtle Beach,SC,circle,15 seconds,2016-11-19 21:00:00,15.0,2016-11-19 21:00:15,SC Myrtle Beach,-78.8866943,33.6890603
1337,11/19/16 20:40,Oregon City,OR,light,10 minutes,2016-11-19 20:40:00,600.0,2016-11-19 20:50:00,OR Oregon City,-122.6067583,45.3573429
1338,11/19/16 20:00,San Marcos,CA,circle,30 minutes,2016-11-19 20:00:00,1800.0,2016-11-19 20:30:00,CA San Marcos,-117.1661449,33.1433723
1339,11/19/16 19:15,Jefferson City,MO,chevron,90 seconds,2016-11-19 19:15:00,90.0,2016-11-19 19:16:30,MO Jefferson City,-92.1735164,38.5767017
1341,11/19/16 19:00,Boynton Beach,FL,circle,1.5 minutes,2016-11-19 19:00:00,300.0,2016-11-19 19:05:00,FL Boynton Beach,-80.0905465,26.5317866
1342,11/19/16 18:30,Zephyrhills,FL,fireball,5 minutes,2016-11-19 18:30:00,300.0,2016-11-19 18:35:00,FL Zephyrhills,-82.1811947,28.2336196
1343,11/19/16 18:30,Brandon,FL,triangle,2-3 minutes,2016-11-19 18:30:00,180.0,2016-11-19 18:33:00,FL Brandon,-82.2859247,27.937801
1344,11/19/16 18:22,Bristol,CT,light,30 seconds,2016-11-19 18:22:00,30.0,2016-11-19 18:22:30,CT Bristol,-72.9492703,41.6717648
1345,11/19/16 18:15,Woodbridge,VA,formation,30 minutes,2016-11-19 18:15:00,1800.0,2016-11-19 18:45:00,VA Woodbridge,-77.2497049,38.6581722
1347,11/19/16 17:30,Louisville,KY,other,1-2 hours,2016-11-19 17:30:00,7200.0,2016-11-19 19:30:00,KY Louisville,-85.7584557,38.2526647
1349,11/19/16 16:30,Blaine,MN,rectangle,17 minutes,2016-11-19 16:30:00,1020.0,2016-11-19 16:47:00,MN Blaine,-93.2349489,45.1607987
1350,11/19/16 16:00,Ferrisburgh,VT,light,30 seconds,2016-11-19 16:00:00,30.0,2016-11-19 16:00:30,VT Ferrisburgh,-73.2462341,44.2056098
1351,11/19/16 15:00,Springfield,MA,circle,15 minutes,2016-11-19 15:00:00,900.0,2016-11-19 15:15:00,MA Springfield,-72.589811,42.1014831
1352,11/19/16 13:00,Minneapolis,MN,rectangle,1 minute,2016-11-19 13:00:00,60.0,2016-11-19 13:01:00,MN Minneapolis,-93.2650108,44.977753
1353,11/19/16 12:05,Newnan,GA,light,20 minutes,2016-11-19 12:05:00,1200.0,2016-11-19 12:25:00,GA Newnan,-84.7996573,33.3806716
1354,11/19/16 11:30,Largo,FL,chevron,2 minutes,2016-11-19 11:30:00,120.0,2016-11-19 11:32:00,FL Largo,-82.7873244,27.9094665
1355,11/19/16 09:00,Cape Coral,FL,unknown,5 minutes,2016-11-19 09:00:00,300.0,2016-11-19 09:05:00,FL Cape Coral,-81.9495331,26.5628537
1356,11/19/16 07:34,Wichita,KS,light,20 seconds,2016-11-19 07:34:00,20.0,2016-11-19 07:34:20,KS Wichita,-97.330053,37.6871761
1358,11/19/16 05:05,Obernburg,NY,cylinder,5 minutes,2016-11-19 05:05:00,300.0,2016-11-19 05:10:00,NY Obernburg,-75.0073995,41.8449909
1360,11/18/16 23:30,Columbus,OH,cylinder,2 minutes,2016-11-18 23:30:00,120.0,2016-11-18 23:32:00,OH Columbus,-82.9987942,39.9611755
1361,11/18/16 23:00,Sioux Falls,SD,chevron,5 minutes,2016-11-18 23:00:00,300.0,2016-11-18 23:05:00,SD Sioux Falls,-96.7311034,43.5445959
1362,11/18/16 21:00,Fletcher,NC,triangle,1 minute,2016-11-18 21:00:00,60.0,2016-11-18 21:01:00,NC Fletcher,-82.5012316,35.4306712
1364,11/18/16 19:25,Billings,MT,triangle,5 seconds,2016-11-18 19:25:00,5.0,2016-11-18 19:25:05,MT Billings,-108.5006904,45.7832856
1365,11/18/16 19:25,Billings,MT,triangle,5 seconds,2016-11-18 19:25:00,5.0,2016-11-18 19:25:05,MT Billings,-108.5006904,45.7832856
1366,11/18/16 19:15,Stone Creek,OH,triangle,1 minute,2016-11-18 19:15:00,60.0,2016-11-18 19:16:00,OH Stone Creek,-81.5620643,40.3972892
1367,11/18/16 18:30,Carrollton,OH,circle,15 minutes,2016-11-18 18:30:00,900.0,2016-11-18 18:45:00,OH Carrollton,-81.0856532,40.5728403
1368,11/18/16 17:30,Hampton,VA,sphere,15 seconds,2016-11-18 17:30:00,15.0,2016-11-18 17:30:15,VA Hampton,-76.3452218,37.0298687
1369,11/18/16 16:00,Nashville,TN,changing,45 minutes,2016-11-18 16:00:00,2700.0,2016-11-18 16:45:00,TN Nashville,-86.7816016,36.1626638
1370,11/18/16 14:00,Kittery area,ME,other,2 minutes,2016-11-18 14:00:00,120.0,2016-11-18 14:02:00,ME Kittery area,-70.7422155,43.101715
1371,11/18/16 10:45,Mc Murray,PA,triangle,30 minutes,2016-11-18 10:45:00,1800.0,2016-11-18 11:15:00,PA Mc Murray,-80.0839431,40.2778478
1372,11/18/16 08:25,New York City (Bronx),NY,cigar,>1.3 minutes,2016-11-18 08:25:00,180.0,2016-11-18 08:28:00,NY New York City (Bronx),-73.8648268,40.8447819
1373,11/18/16 06:12,New York City,NY,rectangle,15 seconds,2016-11-18 06:12:00,15.0,2016-11-18 06:12:15,NY New York City,-74.0059413,40.7127837
1374,11/18/16 01:44,Farmington,NH,fireball,3-5 seconds,2016-11-18 01:44:00,5.0,2016-11-18 01:44:05,NH Farmington,-71.065062,43.3897609
1375,11/17/16 22:00,Buena Park,CA,light,2-3 seconds,2016-11-17 22:00:00,3.0,2016-11-17 22:00:03,CA Buena Park,-117.9981181,33.8675143
1377,11/17/16 21:30,Methuen,MA,light,6 hours,2016-11-17 21:30:00,21600.0,2016-11-18 03:30:00,MA Methuen,-71.1908924,42.7262016
1378,11/17/16 20:30,Benton City,WA,light,1-2 minutes,2016-11-17 20:30:00,120.0,2016-11-17 20:32:00,WA Benton City,-119.487802,46.2631897
1379,11/17/16 20:00,Balko,OK,disk,15 minutes,2016-11-17 20:00:00,900.0,2016-11-17 20:15:00,OK Balko,-100.6848736,36.6300272
1380,11/17/16 20:00,High Point,NC,circle,10 minutes,2016-11-17 20:00:00,600.0,2016-11-17 20:10:00,NC High Point,-80.0053176,35.9556923
1381,11/17/16 20:00,Stevens Point,WI,formation,30 minutes,2016-11-17 20:00:00,1800.0,2016-11-17 20:30:00,WI Stevens Point,-89.5708918,44.5289601
1382,11/17/16 20:00,Caldwell,ID,formation,10 minutes,2016-11-17 20:00:00,600.0,2016-11-17 20:10:00,ID Caldwell,-116.6873596,43.6629384
1383,11/17/16 19:40,Jordan,MT,fireball,<1 minute,2016-11-17 19:40:00,60.0,2016-11-17 19:41:00,MT Jordan,-111.8827526,40.5818338
1385,11/17/16 19:24,Lower Burrell,PA,triangle,3 minutes,2016-11-17 19:24:00,180.0,2016-11-17 19:27:00,PA Lower Burrell,-79.7209802,40.5849232
1388,11/17/16 13:00,Oshkosh,WI,light,30 seconds,2016-11-17 13:00:00,30.0,2016-11-17 13:00:30,WI Oshkosh,-88.5426136,44.0247062
1389,11/17/16 07:45,Avon,CO,light,2 minutes,2016-11-17 07:45:00,120.0,2016-11-17 07:47:00,CO Avon,-106.5222196,39.6330673
1390,11/17/16 04:45,Stonington,ME,light,5-7 seconds,2016-11-17 04:45:00,7.0,2016-11-17 04:45:07,ME Stonington,-68.6666926,44.156192
