,datestr,city,state,shape,duration_description,start_dt,duration_secs,end_dt,location_name,lon,lat
1998,10/10/16 13:30,Edmonton (Canada),AB,sphere,5 seconds,2016-10-10 13:30:00,5.0,2016-10-10 13:30:05,AB Edmonton (Canada),-113.4909267,53.544389
1999,10/10/16 09:40,Austin,TX,unknown,3 seconds,2016-10-10 09:40:00,3.0,2016-10-10 09:40:03,TX Austin,-97.7430608,30.267153
2001,10/10/16 01:20,Lovell,WY,triangle,5 seconds,2016-10-10 01:20:00,5.0,2016-10-10 01:20:05,WY Lovell,-108.3895614,44.8374532
2002,10/9/16 00:00,Morrison,CO,unknown,2-3 hours,2016-10-09 00:00:00,10800.0,2016-10-09 03:00:00,CO Morrison,-94.052545,45.9846475
2003,10/9/16 23:20,Harrison City,PA,formation,5-6 minutes,2016-10-09 23:20:00,360.0,2016-10-09 23:26:00,PA Harrison City,-79.6501407,40.3547915
2004,10/9/16 21:00,Port Clements (Canada),BC,other,30-40 seconds,2016-10-09 21:00:00,40.0,2016-10-09 21:00:40,BC Port Clements (Canada),-132.1847553,53.6887137
2005,10/9/16 21:00,Langley (Canada),BC,light,5 minutes,2016-10-09 21:00:00,300.0,2016-10-09 21:05:00,BC Langley (Canada),-122.6603519,49.1041779
2006,10/9/16 20:37,Prince Rupert (Canada),BC,other,2 minutes,2016-10-09 20:37:00,120.0,2016-10-09 20:39:00,BC Prince Rupert (Canada),-130.3208187,54.3150367
2007,10/9/16 19:35,Goleta,CA,triangle,2 minutes,2016-10-09 19:35:00,120.0,2016-10-09 19:37:00,CA Goleta,-119.8276389,34.4358294
2008,10/9/16 18:20,Aurora,IL,light,3 minutes,2016-10-09 18:20:00,180.0,2016-10-09 18:23:00,IL Aurora,-88.3200715,41.7605849
2009,10/9/16 18:17,Yucaipa,CA,cone,3 minutes,2016-10-09 18:17:00,180.0,2016-10-09 18:20:00,CA Yucaipa,-117.0430865,34.033625
2010,10/9/16 18:00,New York City (Brooklyn),NY,sphere,1 minute in view from win,2016-10-09 18:00:00,60.0,2016-10-09 18:01:00,NY New York City (Brooklyn),-73.9441579,40.6781784
2011,10/9/16 16:30,Madison Heights,MI,circle,2 seconds,2016-10-09 16:30:00,2.0,2016-10-09 16:30:02,MI Madison Heights,-83.1052028,42.4858692
2012,10/9/16 10:30,Marietta,GA,cigar,1 hour,2016-10-09 10:30:00,3600.0,2016-10-09 11:30:00,GA Marietta,-84.5499327,33.952602
2013,10/9/16 09:00,Cape coral,FL,circle,2 hours,2016-10-09 09:00:00,7200.0,2016-10-09 11:00:00,FL Cape coral,-81.9495331,26.5628537
2014,10/9/16 04:00,Orlando,FL,other,3 seconds,2016-10-09 04:00:00,3.0,2016-10-09 04:00:03,FL Orlando,-81.3792365,28.5383355
2015,10/9/16 03:30,Fort Lauderdale,FL,other,3 minutes,2016-10-09 03:30:00,180.0,2016-10-09 03:33:00,FL Fort Lauderdale,-80.1373174,26.1224386
2016,10/9/16 01:05,McKinney,TX,light,5-7 seconds,2016-10-09 01:05:00,7.0,2016-10-09 01:05:07,TX McKinney,-96.6397822,33.1972465
2017,10/9/16 00:00,Mt. Airy,MD,egg,40 minutes,2016-10-09 00:00:00,2400.0,2016-10-09 00:40:00,MD Mt. Airy,-77.154704,39.3762145
2018,10/8/16 23:30,Burbank,CA,fireball,3 minutes,2016-10-08 23:30:00,180.0,2016-10-08 23:33:00,CA Burbank,-118.3089661,34.1808392
2019,10/8/16 23:20,Illiopolis,IL,triangle,30 seconds,2016-10-08 23:20:00,30.0,2016-10-08 23:20:30,IL Illiopolis,-89.2420291,39.8536535
2020,10/8/16 23:00,Hamilton,OH,rectangle,25 seconds,2016-10-08 23:00:00,25.0,2016-10-08 23:00:25,OH Hamilton,-84.564147,39.2355447
2023,10/8/16 21:30,Harrison,AR,circle,15 minutes,2016-10-08 21:30:00,900.0,2016-10-08 21:45:00,AR Harrison,-93.1076765,36.2297936
2024,10/8/16 20:56,Marietta,OH,light,5 minutes,2016-10-08 20:56:00,300.0,2016-10-08 21:01:00,OH Marietta,-81.4548436,39.415352
2026,10/8/16 20:45,Marietta,OH,changing,15 minutes,2016-10-08 20:45:00,900.0,2016-10-08 21:00:00,OH Marietta,-81.4548436,39.415352
2027,10/8/16 20:35,Warren,MI,chevron,2 minutes,2016-10-08 20:35:00,120.0,2016-10-08 20:37:00,MI Warren,-83.0146526,42.5144566
2028,10/8/16 20:15,Murfreesboro,TN,changing,3 minutes,2016-10-08 20:15:00,180.0,2016-10-08 20:18:00,TN Murfreesboro,-86.39027,35.8456213
2029,10/8/16 20:10,Bellevue,NE,oval,~20 minutes,2016-10-08 20:10:00,1200.0,2016-10-08 20:30:00,NE Bellevue,-95.9145568,41.1543623
2030,10/8/16 20:00,Cincinnati,OH,light,15 minutes,2016-10-08 20:00:00,900.0,2016-10-08 20:15:00,OH Cincinnati,-84.5120196,39.1031182
2031,10/8/16 20:00,Marietta,OH,chevron,1 minute,2016-10-08 20:00:00,60.0,2016-10-08 20:01:00,OH Marietta,-81.4548436,39.415352
2032,10/8/16 19:47,Chicago,IL,oval,<1 second,2016-10-08 19:47:00,1.0,2016-10-08 19:47:01,IL Chicago,-87.6297982,41.8781136
2033,10/8/16 18:45,Middlefield,CT,light,10-15 minutes,2016-10-08 18:45:00,900.0,2016-10-08 19:00:00,CT Middlefield,-72.7120402,41.5173203
2035,10/8/16 12:54,Slidell,LA,rectangle,2 minutes,2016-10-08 12:54:00,120.0,2016-10-08 12:56:00,LA Slidell,-89.7811745,30.2751945
2036,10/8/16 11:15,Champaign,IL,rectangle,2 minutes,2016-10-08 11:15:00,120.0,2016-10-08 11:17:00,IL Champaign,-88.2433829,40.1164204
2038,10/8/16 03:00,Crandall,GA,light,2 hours,2016-10-08 03:00:00,7200.0,2016-10-08 05:00:00,GA Crandall,-87.785775,41.587273
2039,10/8/16 02:20,Strathmore area,AB,other,1-2 minutes,2016-10-08 02:20:00,120.0,2016-10-08 02:22:00,AB Strathmore area,-113.3880344,51.0327014
2040,10/8/16 02:15,Van Buren,AR,circle,30+ minutes,2016-10-08 02:15:00,1800.0,2016-10-08 02:45:00,AR Van Buren,-94.348268,35.436756
2041,10/8/16 01:00,Renton,WA,fireball,30 minutes,2016-10-08 01:00:00,1800.0,2016-10-08 01:30:00,WA Renton,-122.2170661,47.4828776
2043,10/8/16,Crown Point,IN,disk,10 minutes,2016-10-08 00:00:00,600.0,2016-10-08 00:10:00,IN Crown Point,-87.3653135,41.4169806
2044,10/7/16 22:00,Anchor Point,AK,flash,35 40 minutes,2016-10-07 22:00:00,2400.0,2016-10-07 22:40:00,AK Anchor Point,-151.8313889,59.7766667
2045,10/7/16 21:45,Gardner,MA,light,5 minutes,2016-10-07 21:45:00,300.0,2016-10-07 21:50:00,MA Gardner,-71.998133,42.5750883
2046,10/7/16 21:30,South Gardner,MA,fireball,2 minutes,2016-10-07 21:30:00,120.0,2016-10-07 21:32:00,MA South Gardner,-71.998133,42.5750883
2047,10/7/16 21:15,New Ipswich,NH,oval,1 hour total,2016-10-07 21:15:00,3600.0,2016-10-07 22:15:00,NH New Ipswich,-71.8808499,42.7362307
2048,10/7/16 21:05,Arvada,CO,other,10 seconds,2016-10-07 21:05:00,10.0,2016-10-07 21:05:10,CO Arvada,-105.0874842,39.8027644
2049,10/7/16 21:00,Secaucus,NJ,light,10 seconds,2016-10-07 21:00:00,10.0,2016-10-07 21:00:10,NJ Secaucus,-74.0565298,40.7895453
2050,10/7/16 20:45,Bucks Lake,CA,formation,30 minutes +,2016-10-07 20:45:00,1800.0,2016-10-07 21:15:00,CA Bucks Lake,-121.173749,39.8677476
2051,10/7/16 19:30,Manchester,VT,triangle,15 minutes,2016-10-07 19:30:00,900.0,2016-10-07 19:45:00,VT Manchester,-73.0723268,43.1636875
2052,10/7/16 13:40,Eureka,CA,disk,5 seconds,2016-10-07 13:40:00,5.0,2016-10-07 13:40:05,CA Eureka,-124.1636729,40.8020712
2053,10/7/16 13:00,Douglasville,GA,cylinder,3 seconds,2016-10-07 13:00:00,3.0,2016-10-07 13:00:03,GA Douglasville,-84.7477136,33.7514966
2054,10/7/16 07:00,Meadville,PA,circle,10 seconds,2016-10-07 07:00:00,10.0,2016-10-07 07:00:10,PA Meadville,-80.1514484,41.6414438
2055,10/7/16 03:30,Long Beach,CA,light,15 minutes,2016-10-07 03:30:00,900.0,2016-10-07 03:45:00,CA Long Beach,-118.1937395,33.7700504
2056,10/7/16 01:00,Kettering,OH,light,>1 hour,2016-10-07 01:00:00,3600.0,2016-10-07 02:00:00,OH Kettering,-84.1688274,39.6895036
2057,10/7/16 00:05,Las Cruces,NM,other,15-20 min.,2016-10-07 00:05:00,1200.0,2016-10-07 00:25:00,NM Las Cruces,-106.7636538,32.3199396
2058,10/7/16 00:00,Foley,AL,unknown,15 seconds,2016-10-07 00:00:00,15.0,2016-10-07 00:00:15,AL Foley,-87.6835974,30.4065868
2060,10/6/16 00:00,Columbus,OH,triangle,2 mins,2016-10-06 00:00:00,120.0,2016-10-06 00:02:00,OH Columbus,-82.9987942,39.9611755
2061,10/6/16 23:00,Antlers,OK,light,5 minutes,2016-10-06 23:00:00,300.0,2016-10-06 23:05:00,OK Antlers,-95.6202476,34.231212
2062,10/6/16 21:50,Union,NJ,oval,5 minutes,2016-10-06 21:50:00,300.0,2016-10-06 21:55:00,NJ Union,-74.2631635,40.6975898
2064,10/6/16 20:24,El Cajon,CA,unknown,35 seconds,2016-10-06 20:24:00,35.0,2016-10-06 20:24:35,CA El Cajon,-116.9625269,32.7947731
2065,10/6/16 20:00,Saylorsburg,PA,fireball,4 seconds,2016-10-06 20:00:00,4.0,2016-10-06 20:00:04,PA Saylorsburg,-75.3229541,40.8958927
2066,10/6/16 20:00,Lower Burrell,PA,triangle,5 minutes,2016-10-06 20:00:00,300.0,2016-10-06 20:05:00,PA Lower Burrell,-79.7209802,40.5849232
2067,10/6/16 14:30,Columbus,GA,circle,4-5 minutes,2016-10-06 14:30:00,300.0,2016-10-06 14:35:00,GA Columbus,-84.9877094,32.4609764
2068,10/6/16 09:15,South Berwick,ME,light,20 minutes,2016-10-06 09:15:00,1200.0,2016-10-06 09:35:00,ME South Berwick,-70.8095018,43.2345292
2069,10/6/16 05:45,Torrington,CT,triangle,30-45 seconds,2016-10-06 05:45:00,45.0,2016-10-06 05:45:45,CT Torrington,-73.1211715,41.8003049
2070,10/6/16 04:00,Grandview,WA,circle,3 minutes,2016-10-06 04:00:00,180.0,2016-10-06 04:03:00,WA Grandview,-119.9017049,46.2509653
2071,10/6/16 01:07,Ottawa (Canada),ON,flash,2-3 minutes,2016-10-06 01:07:00,180.0,2016-10-06 01:10:00,ON Ottawa (Canada),-75.6971931,45.4215296
2073,10/5/16 00:00,Poland,ME,sphere,2 hours,2016-10-05 00:00:00,7200.0,2016-10-05 02:00:00,ME Poland,-70.3936675,44.0606281
2074,10/5/16 22:35,Lake Elmo-Oakdale,MN,circle,30-40 seconds,2016-10-05 22:35:00,40.0,2016-10-05 22:35:40,MN Lake Elmo-Oakdale,-92.935117,44.955479
2075,10/5/16 22:30,Howell,NJ,cigar,10 seconds,2016-10-05 22:30:00,10.0,2016-10-05 22:30:10,NJ Howell,-74.2082671,40.1645785
2076,10/5/16 22:20,Ticonderoga,NY,rectangle,7 minutes,2016-10-05 22:20:00,420.0,2016-10-05 22:27:00,NY Ticonderoga,-73.4234531,43.8486707
2077,10/5/16 21:25,Port Richey,FL,disk,2 minutes,2016-10-05 21:25:00,120.0,2016-10-05 21:27:00,FL Port Richey,-82.7195451,28.2716755
2078,10/5/16 20:00,Florence,AL,diamond,20 minutes,2016-10-05 20:00:00,1200.0,2016-10-05 20:20:00,AL Florence,-87.677251,34.79981
2079,10/5/16 20:00,Destin,FL,chevron,10 seconds,2016-10-05 20:00:00,10.0,2016-10-05 20:00:10,FL Destin,-86.4957833,30.3935337
2080,10/5/16 19:50,Orem,UT,circle,5 seconds,2016-10-05 19:50:00,5.0,2016-10-05 19:50:05,UT Orem,-111.6946475,40.2968979
2081,10/5/16 10:00,Greenfield,OH,cigar,20 seconds,2016-10-05 10:00:00,20.0,2016-10-05 10:00:20,OH Greenfield,-83.3826928,39.3520084
2082,10/4/16 23:15,Williamsport,PA,flash,>10 seconds,2016-10-04 23:15:00,10.0,2016-10-04 23:15:10,PA Williamsport,-77.0010786,41.2411897
2083,10/4/16 22:46,Fort Washington,MD,fireball,3 seconds,2016-10-04 22:46:00,3.0,2016-10-04 22:46:03,MD Fort Washington,-77.0230313,38.7073379
2084,10/4/16 22:37,Boonsboro,MD,fireball,4 seconds,2016-10-04 22:37:00,4.0,2016-10-04 22:37:04,MD Boonsboro,-77.6524907,39.5062108
2085,10/4/16 22:35,Hilton,NY,circle,1 second,2016-10-04 22:35:00,1.0,2016-10-04 22:35:01,NY Hilton,-73.9796262,40.7623557
2087,10/4/16 21:26,Wappingers Falls,NY,light,3 minutes,2016-10-04 21:26:00,180.0,2016-10-04 21:29:00,NY Wappingers Falls,-73.91097,41.5964825
2088,10/4/16 20:00,Frederica,DE,disk,5 minutes,2016-10-04 20:00:00,300.0,2016-10-04 20:05:00,DE Frederica,-75.4657542,39.0090017
2089,10/4/16 19:30,Brentwood,NH,circle,7 minutes,2016-10-04 19:30:00,420.0,2016-10-04 19:37:00,NH Brentwood,-71.0735503,42.9780248
2091,10/4/16 04:00,Branson,MO,light,5 minutes,2016-10-04 04:00:00,300.0,2016-10-04 04:05:00,MO Branson,-93.2185144,36.6436731
2092,10/4/16 00:25,Carrboro,NC,sphere,5 seconds,2016-10-04 00:25:00,5.0,2016-10-04 00:25:05,NC Carrboro,-79.0752895,35.9101438
2093,10/3/16 20:30,North Vernon,IN,other,90 minutes,2016-10-03 20:30:00,5400.0,2016-10-03 22:00:00,IN North Vernon,-85.6235796,39.006165
2095,10/3/16 18:00,Ellsworth,ME,triangle,1 minute,2016-10-03 18:00:00,60.0,2016-10-03 18:01:00,ME Ellsworth,-68.4194641,44.5434095
2096,10/3/16 18:00,Ellsworth,ME,sphere,4 minutes,2016-10-03 18:00:00,240.0,2016-10-03 18:04:00,ME Ellsworth,-68.4194641,44.5434095
2097,10/3/16 17:00,Saginaw,MN,rectangle,5 minutes,2016-10-03 17:00:00,300.0,2016-10-03 17:05:00,MN Saginaw,-92.4443566,46.8591081
2099,10/3/16 07:25,Millington,TN,disk,30 seconds,2016-10-03 07:25:00,30.0,2016-10-03 07:25:30,TN Millington,-89.8973084,35.3414744
2100,10/3/16 05:00,Belchertown,MA,fireball,4 minutes,2016-10-03 05:00:00,240.0,2016-10-03 05:04:00,MA Belchertown,-72.4008884,42.2770346
2101,10/3/16 04:00,Adairsville,GA,circle,30 minutes,2016-10-03 04:00:00,1800.0,2016-10-03 04:30:00,GA Adairsville,-84.9341093,34.3687021
2102,10/3/16 03:00,Long Beach,CA,light,10 minutes,2016-10-03 03:00:00,600.0,2016-10-03 03:10:00,CA Long Beach,-118.1937395,33.7700504
2103,10/2/16 22:45,Kettering,OH,unknown,3 seconds,2016-10-02 22:45:00,3.0,2016-10-02 22:45:03,OH Kettering,-84.1688274,39.6895036
2104,10/2/16 22:00,Sioux Falls,SD,disk,10 seconds,2016-10-02 22:00:00,10.0,2016-10-02 22:00:10,SD Sioux Falls,-96.7311034,43.5445959
2105,10/2/16 21:00,Des Moines,IA,light,>30 minutes,2016-10-02 21:00:00,1800.0,2016-10-02 21:30:00,IA Des Moines,-93.6091064,41.6005448
2106,10/2/16 20:45,Murphy,TX,rectangle,1 minute,2016-10-02 20:45:00,60.0,2016-10-02 20:46:00,TX Murphy,-96.6130486,33.0151205
2107,10/2/16 19:45,Bristol,TN,cone,3 minutes,2016-10-02 19:45:00,180.0,2016-10-02 19:48:00,TN Bristol,-82.1887444,36.5951059
2108,10/2/16 17:45,Regina (Canada),SK,disk,5 minutes,2016-10-02 17:45:00,300.0,2016-10-02 17:50:00,SK Regina (Canada),-104.6188944,50.4452112
2109,10/2/16 11:00,"Washington, D.C.",DC,other,4 minutes,2016-10-02 11:00:00,240.0,2016-10-02 11:04:00,"DC Washington, D.C.",-77.0368707,38.9071923
2111,10/2/16 04:50,Watsonville,CA,unknown,7 seconds,2016-10-02 04:50:00,7.0,2016-10-02 04:50:07,CA Watsonville,-121.7568946,36.910231
2112,10/2/16 04:30,Houston,TX,circle,10 minutes,2016-10-02 04:30:00,600.0,2016-10-02 04:40:00,TX Houston,-95.3698028,29.7604267
2113,10/2/16 02:00,Woodruff,SC,light,2 minutes,2016-10-02 02:00:00,120.0,2016-10-02 02:02:00,SC Woodruff,-82.0370466,34.7395701
2114,10/2/16 01:30,Winnipeg (Canada),MB,light,1-2 minutes,2016-10-02 01:30:00,120.0,2016-10-02 01:32:00,MB Winnipeg (Canada),-97.1383744,49.895136
2115,10/2/16 01:11,Lynnwood,WA,other,2 hours,2016-10-02 01:11:00,7200.0,2016-10-02 03:11:00,WA Lynnwood,-122.3151313,47.8209301
2116,10/2/16 00:45,Iowa City,IA,light,12 minutes,2016-10-02 00:45:00,720.0,2016-10-02 00:57:00,IA Iowa City,-91.5301683,41.6611277
2117,10/2/16 00:30,Mena,AR,other,25 minutes,2016-10-02 00:30:00,1500.0,2016-10-02 00:55:00,AR Mena,-94.2396554,34.5862171
2120,10/1/16 00:00,Santa Rosa Beach,FL,teardrop,9 seconds,2016-10-01 00:00:00,9.0,2016-10-01 00:00:09,FL Santa Rosa Beach,-86.2288322,30.3960324
2121,10/1/16 22:20,North Mankato,MN,chevron,3 minutes,2016-10-01 22:20:00,180.0,2016-10-01 22:23:00,MN North Mankato,-94.033845,44.1732996
2123,10/1/16 22:00,Bend,OR,light,40 minutes,2016-10-01 22:00:00,2400.0,2016-10-01 22:40:00,OR Bend,-121.3153096,44.0581728
2125,10/1/16 22:00,Kenner,LA,circle,3 minutes,2016-10-01 22:00:00,180.0,2016-10-01 22:03:00,LA Kenner,-90.2417434,29.9940924
2126,10/1/16 22:00,Whiting,IN,circle,15 minutes,2016-10-01 22:00:00,900.0,2016-10-01 22:15:00,IN Whiting,-87.4944873,41.6797578
2127,10/1/16 22:00,Central,LA,fireball,30 minutes,2016-10-01 22:00:00,1800.0,2016-10-01 22:30:00,LA Central,-122.3003501,47.3716836
2128,10/1/16 21:45,Irvine,CA,fireball,5 seconds,2016-10-01 21:45:00,5.0,2016-10-01 21:45:05,CA Irvine,-117.7946942,33.6839473
2129,10/1/16 21:30,Monetta,SC,other,15 minutes,2016-10-01 21:30:00,900.0,2016-10-01 21:45:00,SC Monetta,-81.6095493,33.8501416
2130,10/1/16 21:00,Yukon,OK,flash,2 seconds,2016-10-01 21:00:00,2.0,2016-10-01 21:00:02,OK Yukon,-97.7625441,35.5067215
2131,10/1/16 20:48,Bucksport,ME,chevron,3 minutes,2016-10-01 20:48:00,180.0,2016-10-01 20:51:00,ME Bucksport,-68.7701225,44.6289696
2132,10/1/16 20:43,Chula Vista,CA,triangle,1 second,2016-10-01 20:43:00,1.0,2016-10-01 20:43:01,CA Chula Vista,-117.0841955,32.6400541
2133,10/1/16 20:41,Plano,TX,light,30 minutes,2016-10-01 20:41:00,1800.0,2016-10-01 21:11:00,TX Plano,-96.6988856,33.0198431
2134,10/1/16 20:35,San Jose,CA,teardrop,15 seconds,2016-10-01 20:35:00,15.0,2016-10-01 20:35:15,CA San Jose,-121.8863286,37.3382082
2135,10/1/16 20:35,Millsap,TX,disk,2 seconds,2016-10-01 20:35:00,2.0,2016-10-01 20:35:02,TX Millsap,-98.0092093,32.7481864
2136,10/1/16 20:30,Candor,NC,cylinder,2 hours,2016-10-01 20:30:00,7200.0,2016-10-01 22:30:00,NC Candor,-79.7453163,35.2951421
2137,10/1/16 20:10,Havre de Grace,MD,circle,5 minutes,2016-10-01 20:10:00,300.0,2016-10-01 20:15:00,MD Havre de Grace,-76.091617,39.5492792
2138,10/1/16 20:00,High Ridge,MO,oval,1 minute,2016-10-01 20:00:00,60.0,2016-10-01 20:01:00,MO High Ridge,-90.5365126,38.4589432
2140,10/1/16 19:45,Denver,CO,formation,2 minutes,2016-10-01 19:45:00,120.0,2016-10-01 19:47:00,CO Denver,-104.990251,39.7392358
2142,10/1/16 19:30,Phoenix,AZ,other,12 minutes,2016-10-01 19:30:00,720.0,2016-10-01 19:42:00,AZ Phoenix,-112.0740373,33.4483771
2143,10/1/16 19:30,Tampa,FL,light,2 minutes,2016-10-01 19:30:00,120.0,2016-10-01 19:32:00,FL Tampa,-82.4571776,27.950575
2144,10/1/16 19:30,Glenrock,WY,disk,25 minutes,2016-10-01 19:30:00,1500.0,2016-10-01 19:55:00,WY Glenrock,-105.8722264,42.8613552
2145,10/1/16 19:00,Boulder,CO,triangle,10 seconds,2016-10-01 19:00:00,10.0,2016-10-01 19:00:10,CO Boulder,-105.2705456,40.0149856
2146,10/1/16 19:00,Sullivan,IL,fireball,3 minutes,2016-10-01 19:00:00,180.0,2016-10-01 19:03:00,IL Sullivan,-88.6078392,39.599479
2147,10/1/16 18:15,Fernley,NV,cylinder,3 minutes,2016-10-01 18:15:00,180.0,2016-10-01 18:18:00,NV Fernley,-119.2518349,39.6079683
2148,10/1/16 16:20,West Park,PA,triangle,15 seconds,2016-10-01 16:20:00,15.0,2016-10-01 16:20:15,PA West Park,-80.0775555,40.4742354
2149,10/1/16 15:30,Tallahassee,FL,circle,10 seconds,2016-10-01 15:30:00,10.0,2016-10-01 15:30:10,FL Tallahassee,-84.2807329,30.4382559
2150,10/1/16 14:50,Orlando,FL,triangle,30 minutes,2016-10-01 14:50:00,1800.0,2016-10-01 15:20:00,FL Orlando,-81.3792365,28.5383355
2152,10/1/16 12:01,Madera,CA,unknown,5 minutes,2016-10-01 12:01:00,300.0,2016-10-01 12:06:00,CA Madera,-120.0607176,36.9613356
2153,10/1/16 09:15,Geneva,NY,flash,1 second,2016-10-01 09:15:00,1.0,2016-10-01 09:15:01,NY Geneva,-76.985557,42.8679836
2154,10/1/16 08:33,Lemitar,NM,fireball,2 minutes,2016-10-01 08:33:00,120.0,2016-10-01 08:35:00,NM Lemitar,-106.9100192,34.1596096
2156,10/1/16 06:00,Recluse,WY,light,1.5 hours,2016-10-01 06:00:00,18000.0,2016-10-01 11:00:00,WY Recluse,-105.7080682,44.7409267
2157,10/1/16 05:30,Kenner,LA,circle,4 minutes,2016-10-01 05:30:00,240.0,2016-10-01 05:34:00,LA Kenner,-90.2417434,29.9940924
2158,10/1/16 05:30,Ferndale,WA,light,>10 minutes,2016-10-01 05:30:00,600.0,2016-10-01 05:40:00,WA Ferndale,-122.5910056,48.8464991
2159,10/1/16 03:30,St. Augustine,FL,light,45 seconds,2016-10-01 03:30:00,45.0,2016-10-01 03:30:45,FL St. Augustine,-81.3124341,29.9012437
2160,10/1/16 02:00,Minneapolis,MN,changing,3 hours,2016-10-01 02:00:00,10800.0,2016-10-01 05:00:00,MN Minneapolis,-93.2650108,44.977753
2161,9/30/16 23:22,Naples,FL,changing,15 seconds,2016-09-30 23:22:00,15.0,2016-09-30 23:22:15,FL Naples,-81.7948103,26.1420358
2163,9/30/16 21:34,Honolulu,HI,rectangle,4 minutes,2016-09-30 21:34:00,240.0,2016-09-30 21:38:00,HI Honolulu,-157.8243963,21.276613
2164,9/30/16 21:00,Mooresville,NC,sphere,>30 minutes,2016-09-30 21:00:00,1800.0,2016-09-30 21:30:00,NC Mooresville,-80.8100724,35.5848596
2165,9/30/16 20:45,Sault Ste. Marie (Canada),ON,circle,1 minutes,2016-09-30 20:45:00,60.0,2016-09-30 20:46:00,ON Sault Ste. Marie (Canada),-84.3460896,46.521858
2166,9/30/16 20:30,Arvada,CO,formation,30 seconds,2016-09-30 20:30:00,30.0,2016-09-30 20:30:30,CO Arvada,-105.0874842,39.8027644
2167,9/30/16 20:00,Pittsfield,ME,light,45 seconds,2016-09-30 20:00:00,45.0,2016-09-30 20:00:45,ME Pittsfield,-69.3833847,44.7825145
2168,9/30/16 19:30,Oxnard,CA,unknown,30 minutes,2016-09-30 19:30:00,1800.0,2016-09-30 20:00:00,CA Oxnard,-119.1770516,34.1975048
2169,9/30/16 19:10,Eastvale,CA,light,3-4 minutes,2016-09-30 19:10:00,240.0,2016-09-30 19:14:00,CA Eastvale,-117.5848025,33.952463
2170,9/30/16 19:00,Cape Coral,FL,other,20 seconds,2016-09-30 19:00:00,20.0,2016-09-30 19:00:20,FL Cape Coral,-81.9495331,26.5628537
2171,9/30/16 15:30,Las Vegas,NV,oval,15 minutes,2016-09-30 15:30:00,900.0,2016-09-30 15:45:00,NV Las Vegas,-115.1398296,36.1699412
2172,9/30/16 07:10,Weiser,ID,light,5 seconds,2016-09-30 07:10:00,5.0,2016-09-30 07:10:05,ID Weiser,-116.9693327,44.2509976
2173,9/29/16 23:30,Sanborn,NY,oval,10 minutes,2016-09-29 23:30:00,600.0,2016-09-29 23:40:00,NY Sanborn,-78.8848068,43.1371937
2174,9/29/16 22:10,Phenix City,AL,egg,45 minutes,2016-09-29 22:10:00,2700.0,2016-09-29 22:55:00,AL Phenix City,-85.0007653,32.4709761
2175,9/29/16 22:00,Logan,KS,light,45 seconds,2016-09-29 22:00:00,45.0,2016-09-29 22:00:45,KS Logan,-99.5703854,39.6616746
2177,9/29/16 21:00,North Sioux City,SD,light,20-30 seconds,2016-09-29 21:00:00,30.0,2016-09-29 21:00:30,SD North Sioux City,-96.4830864,42.5272168
2178,9/29/16 20:00,Fresno,CA,light,~5 minutes,2016-09-29 20:00:00,300.0,2016-09-29 20:05:00,CA Fresno,-119.7725868,36.7468422
2179,9/29/16 19:16,Marietta,GA,cylinder,2 minutes,2016-09-29 19:16:00,120.0,2016-09-29 19:18:00,GA Marietta,-84.5499327,33.952602
2180,9/29/16 19:15,Marietta,GA,changing,3-4 minutes,2016-09-29 19:15:00,240.0,2016-09-29 19:19:00,GA Marietta,-84.5499327,33.952602
2181,9/29/16 11:45,Idyllwild,CA,circle,3-5 seconds,2016-09-29 11:45:00,5.0,2016-09-29 11:45:05,CA Idyllwild,-116.7142835,33.7455547
2182,9/29/16 09:00,Canby,OR,rectangle,<1 second,2016-09-29 09:00:00,1.0,2016-09-29 09:00:01,OR Canby,-122.6921006,45.2622655
2183,9/29/16 02:30,Tampa,FL,flash,45 seconds,2016-09-29 02:30:00,45.0,2016-09-29 02:30:45,FL Tampa,-82.4571776,27.950575
2184,9/29/16 00:00,Lake Charles,LA,oval,3 hours,2016-09-29 00:00:00,10800.0,2016-09-29 03:00:00,LA Lake Charles,-93.2173758,30.2265949
2186,9/28/16 22:00,Boulder,CO,triangle,15 seconds,2016-09-28 22:00:00,15.0,2016-09-28 22:00:15,CO Boulder,-105.2705456,40.0149856
2187,9/28/16 21:02,Delano,CA,other,30 seconds,2016-09-28 21:02:00,30.0,2016-09-28 21:02:30,CA Delano,-119.2470536,35.7688425
2188,9/28/16 21:00,Black Mountain,NC,unknown,15 minutes,2016-09-28 21:00:00,900.0,2016-09-28 21:15:00,NC Black Mountain,-82.3212302,35.6178951
2189,9/28/16 21:00,Rexburg,ID,triangle,2 seconds,2016-09-28 21:00:00,2.0,2016-09-28 21:00:02,ID Rexburg,-111.7924237,43.8231096
2190,9/28/16 21:00,Ottawa (Canada),ON,triangle,30 seconds,2016-09-28 21:00:00,30.0,2016-09-28 21:00:30,ON Ottawa (Canada),-75.6971931,45.4215296
2191,9/28/16 20:44,Louisville,KY,sphere,15-20 seconds,2016-09-28 20:44:00,20.0,2016-09-28 20:44:20,KY Louisville,-85.7584557,38.2526647
2192,9/28/16 20:16,Aurora,CO,circle,2 minutes,2016-09-28 20:16:00,120.0,2016-09-28 20:18:00,CO Aurora,-104.8319195,39.7294319
